blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueBarons,blueHordes,blueTowersDestroyed,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff
1,78,29,0,25,15,47,4,1,0,3,3,122,6085,7949
1,83,53,1,37,37,61,3,0,2,4,11,188,5580,-3755
1,134,30,1,35,28,70,4,1,2,3,9,192,8177,11711
1,67,18,1,44,20,92,2,1,0,5,8,97,15501,8941
0,72,17,0,19,44,27,2,1,0,6,4,125,-18322,-23543
0,104,41,1,38,29,59,3,0,0,2,4,179,-3051,-5383
1,94,36,1,34,24,56,2,1,0,3,7,130,3432,-663
0,61,22,0,22,45,24,1,0,0,6,7,144,-8179,-15205
0,27,4,0,0,19,0,0,0,0,0,0,80,-11489,-6957
1,67,19,1,41,27,63,4,1,1,2,8,128,9828,11472
0,60,16,0,22,31,31,0,0,0,0,2,122,-9956,-10633
1,62,20,1,26,16,40,1,0,1,6,10,132,12291,10672
1,81,39,0,32,34,45,3,1,1,0,8,132,3201,4474
0,94,35,0,34,42,55,1,0,1,6,2,144,-8823,-4342
1,76,24,1,31,21,61,2,1,1,2,11,121,7929,2557
1,57,19,1,37,25,57,1,1,1,6,11,130,8926,9596
0,52,12,1,27,41,47,1,0,0,6,4,130,-5549,-8904
0,85,18,0,18,26,29,1,0,1,3,9,187,-10774,-13819
1,33,8,1,17,4,24,1,0,0,6,3,79,8534,4499
0,49,21,0,16,26,26,0,0,0,0,2,122,-12702,-16205
0,63,31,0,26,34,48,1,0,0,0,3,206,-4663,-3038
1,60,34,0,50,37,82,2,0,1,3,9,198,10726,11226
0,95,21,1,40,45,41,0,1,0,6,6,182,-8467,-15234
1,51,21,1,50,18,72,3,1,1,3,10,134,19316,15508
1,71,16,1,38,14,39,3,1,1,3,10,128,15443,15843
0,94,25,1,48,44,84,2,1,1,1,5,110,-4728,-11890
1,110,38,1,33,35,61,1,0,2,1,9,154,4786,11726
1,83,23,0,43,45,65,4,0,1,3,10,144,4226,4520
1,70,25,1,34,22,54,1,1,1,0,9,117,6835,6930
0,38,12,1,11,21,14,0,0,0,0,0,63,-9121,-6469
0,44,12,1,8,23,12,0,0,0,1,0,77,-6385,-4990
1,118,34,1,42,31,78,2,0,2,3,10,151,8010,18450
0,33,10,0,6,15,5,0,0,0,3,0,71,-6132,-3692
1,68,27,0,56,28,98,3,1,1,3,8,159,10167,15996
1,51,26,1,25,14,42,1,1,1,6,11,86,16591,12578
1,67,31,1,24,21,46,3,1,1,3,10,184,4106,-331
1,83,19,1,37,28,70,4,0,1,0,9,157,9805,10192
1,68,25,0,35,23,73,2,0,1,0,8,103,10161,10058
1,70,25,0,31,20,59,3,1,1,3,10,146,12134,13952
0,30,6,0,9,21,9,0,0,0,3,1,59,-7994,-6941
0,59,12,1,14,21,14,1,0,0,3,3,96,-7100,-7432
1,91,15,0,44,33,59,2,1,1,6,10,142,7624,13058
1,35,10,0,21,8,15,0,0,0,2,2,73,6291,5101
1,44,24,1,24,16,31,1,1,1,0,5,81,8200,10300
1,97,34,1,29,35,40,1,0,2,6,8,173,769,7140
1,58,16,0,25,35,45,1,0,1,5,7,116,2891,5340
1,63,19,0,22,12,39,3,1,1,6,11,124,10524,5421
1,66,15,1,36,15,35,3,1,1,3,9,150,14965,14788
1,52,11,1,44,20,45,0,0,1,3,10,143,16125,17176
0,58,13,0,22,39,30,0,0,0,6,1,84,-16995,-13572
1,47,26,1,28,11,40,3,1,1,3,11,133,14253,10975
0,55,20,1,10,23,15,0,0,0,3,1,95,-11061,-14746
0,56,16,0,14,32,16,0,0,0,1,2,80,-16919,-13137
1,29,10,1,20,5,30,1,1,0,0,2,58,6551,3574
1,122,35,1,40,25,53,2,1,1,6,11,152,7286,4233
0,101,32,0,28,34,53,2,0,0,3,4,158,-6699,-8620
1,81,31,0,25,16,49,1,0,0,3,8,134,4249,7850
0,105,35,1,26,26,45,2,0,1,6,3,182,-3923,-416
0,75,28,1,31,25,49,4,0,0,5,5,133,-3934,-5515
0,72,42,0,22,20,41,2,0,0,3,3,124,-8112,-9821
0,36,12,0,7,19,4,0,0,0,1,0,72,-7311,-5182
1,92,27,0,31,15,57,2,1,1,6,10,170,10625,11010
0,82,20,1,43,43,63,3,1,1,1,4,137,-8631,-10773
1,68,14,0,42,21,66,2,1,2,0,10,101,9073,15157
0,62,21,0,19,37,37,0,0,0,5,5,129,-8922,-15170
1,58,13,0,32,25,55,1,0,1,0,8,98,7310,9880
1,44,8,1,26,9,42,0,1,0,6,8,81,8555,4898
0,49,7,1,29,57,44,0,0,0,3,4,78,-5575,-6995
1,47,9,1,59,34,76,3,1,0,6,9,133,12686,9992
0,74,14,1,25,42,53,1,1,0,0,3,129,-8221,-10602
1,141,41,0,58,28,142,3,0,2,1,9,159,14397,18376
0,50,23,1,13,25,21,1,0,0,3,1,102,-7534,-7984
1,32,13,1,17,4,25,1,0,0,6,1,69,7994,6637
0,63,17,1,12,25,26,1,0,0,5,0,124,-13691,-8453
0,59,36,1,14,25,25,0,1,0,0,1,81,-16588,-17606
0,82,21,0,24,27,42,2,0,0,0,3,107,-5443,-8447
1,65,21,1,28,20,51,2,1,1,1,9,97,9066,4789
0,57,20,1,33,39,38,0,0,1,4,4,140,-9410,-8667
0,51,15,0,14,36,20,0,0,0,3,0,88,-17144,-14673
0,74,33,0,30,33,49,0,0,0,1,6,119,-1406,-3923
1,54,13,1,32,15,43,1,1,1,0,11,116,15881,13524
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109,29,0,27,29,49,1,1,1,1,10,132,4397,2757
1,72,43,1,38,20,62,3,1,2,5,11,157,13916,14599
0,73,18,1,22,29,39,2,1,0,3,3,118,-10545,-17549
0,53,14,1,21,25,29,1,0,0,2,2,93,-10308,-6498
0,54,13,1,33,41,24,1,0,0,0,3,113,-8932,-10696
1,67,31,1,31,18,62,3,1,1,1,9,125,10336,11389
1,60,18,1,29,23,41,3,1,1,6,9,111,8584,10198
0,55,22,0,18,28,22,1,1,0,6,3,87,-11875,-12865
0,38,9,1,15,28,18,1,0,0,3,1,83,-11138,-6275
0,47,12,0,8,21,21,0,0,0,0,2,95,-13987,-12381
0,7,1,1,2,3,3,0,0,0,0,0,29,-1157,-1461
1,61,19,0,52,30,60,3,1,1,1,11,113,12263,11732
1,65,12,1,37,27,54,2,0,1,6,6,123,7209,9043
0,55,21,1,15,29,18,0,0,0,6,3,110,-11684,-14659
0,62,13,0,14,29,23,0,0,0,3,2,102,-9671,-11413
1,73,26,0,32,24,53,2,1,1,0,10,155,6792,7155
1,52,24,0,33,17,38,2,1,1,6,10,94,10169,13700
0,47,7,0,13,26,17,0,0,0,4,0,74,-9422,-10221
0,103,25,1,23,34,64,2,0,1,1,2,108,-8617,-7845
0,14,3,1,3,6,5,0,0,0,1,0,34,-2543,-2581
1,66,17,0,17,13,41,1,0,1,1,10,96,7674,6046
1,40,16,1,24,8,29,0,0,0,3,3,57,12467,4758
1,104,31,1,48,29,65,4,1,2,6,9,162,17526,19356
1,3,0,1,3,1,6,0,0,0,0,0,0,837,70
1,63,6,0,58,28,74,1,0,1,0,7,108,8758,14924
0,47,16,1,14,41,20,1,0,0,1,2,118,-15404,-20004
1,60,17,1,40,13,61,4,0,1,3,8,112,6398,11147
1,65,19,0,44,28,84,4,0,0,0,7,142,6322,10321
1,85,32,1,33,26,53,0,1,1,5,8,104,11667,14237
1,41,24,1,19,7,29,2,1,0,3,5,80,9297,6775
1,56,34,1,32,15,52,4,1,0,0,7,131,11125,8707
0,101,28,0,39,48,72,3,0,0,5,4,184,-3087,-8506
0,52,11,0,22,51,32,1,0,0,3,2,93,-16079,-17961
1,104,28,1,31,28,61,3,1,1,0,10,160,3700,-2407
0,64,31,0,19,36,28,1,1,0,0,5,130,-10437,-18359
0,77,23,0,35,36,53,2,1,0,6,5,120,-10756,-11122
0,50,12,0,18,27,33,1,0,0,0,1,116,-13706,-8025
0,91,15,0,34,33,80,2,1,0,4,6,137,-10545,-8563
0,91,39,1,20,28,37,1,0,0,5,3,152,-11936,-18307
1,41,7,1,26,7,40,1,1,0,6,6,91,12877,11821
0,85,27,0,13,31,19,0,0,0,6,2,148,-14646,-17235
1,71,10,1,56,37,77,2,1,2,3,7,102,4823,13822
0,51,8,1,18,51,35,1,1,0,3,2,121,-13944,-16463
1,73,14,1,63,38,117,2,1,1,2,9,143,10183,17203
1,78,28,0,39,31,58,1,0,2,0,11,141,10919,10341
0,54,10,1,25,51,25,0,0,0,4,4,114,-6874,-14565
1,45,15,1,49,33,48,2,1,1,0,10,103,14057,14612
0,60,8,0,21,44,40,0,0,0,4,2,82,-11849,-13900
1,51,21,1,52,23,68,4,0,1,6,9,133,9946,13649
1,57,8,1,52,48,70,4,0,1,6,10,129,1537,-261
0,57,14,1,14,28,24,3,0,0,3,4,104,-9150,-15067
1,91,22,1,36,22,67,1,0,2,0,10,152,11713,15558
1,67,25,0,32,15,54,2,1,1,6,9,105,10196,12723
0,62,9,0,15,28,28,2,0,0,3,3,94,-9013,-11331
1,69,23,1,48,26,81,3,1,1,1,9,184,11071,13355
1,32,6,1,25,6,20,2,1,0,4,4,59,11273,7778
0,105,43,1,29,34,54,2,0,0,6,7,144,-2906,-10925
1,61,27,1,24,15,52,0,1,0,1,4,103,3043,1515
1,54,17,0,23,9,26,1,1,1,3,11,103,15771,13125
1,81,18,1,48,20,89,3,1,2,3,10,109,15076,16238
0,49,11,1,17,31,20,2,1,0,0,3,86,-5354,-6845
1,62,21,0,24,9,45,3,1,1,6,11,101,15069,12403
0,84,21,1,24,34,45,0,1,1,6,5,113,-12340,-14294
0,71,23,0,27,23,37,1,1,1,0,5,168,-2008,4395
0,85,48,1,25,35,41,4,1,1,5,6,118,-7600,-7290
1,105,45,0,42,24,84,3,1,1,1,10,166,9517,10795
1,65,33,0,29,13,53,1,1,1,1,6,95,8379,9584
1,82,25,1,23,14,45,2,1,1,2,8,103,12319,9066
1,77,17,1,30,18,50,2,1,1,6,9,76,8815,13300
0,72,26,1,10,25,25,0,0,0,0,2,130,-15757,-15144
0,67,13,1,23,37,38,2,0,0,3,2,125,-10251,-12870
1,84,28,0,36,32,44,1,0,2,1,9,155,5074,12066
0,102,25,0,36,31,61,1,1,1,2,3,130,-3357,-2989
1,30,7,0,22,3,27,2,1,0,1,2,71,8318,5268
0,85,34,1,27,29,41,1,0,2,4,6,173,-4061,520
1,55,17,1,26,6,41,2,1,1,6,11,112,12891,10810
1,98,38,0,37,25,74,4,1,1,5,11,194,7397,7688
0,96,31,0,15,29,23,2,1,0,5,5,151,-8135,-14519
1,63,19,1,36,27,82,4,1,1,2,7,139,11185,14247
1,87,34,1,27,20,64,2,0,1,4,10,172,5281,6639
1,68,30,1,39,16,63,2,0,1,6,10,150,16432,15604
1,48,6,1,23,10,33,1,1,0,2,5,97,9748,10618
0,43,3,0,13,29,13,0,0,0,1,1,108,-11386,-7389
1,64,10,1,44,25,68,3,0,1,0,9,123,10064,13185
0,65,16,0,10,25,9,1,0,0,4,2,85,-7262,-7214
1,94,30,0,43,22,77,3,0,2,2,8,172,9166,13088
1,91,20,1,38,29,42,4,1,1,6,11,166,7786,4861
1,28,4,1,22,5,24,2,1,0,6,6,71,15627,10824
0,28,6,0,15,33,18,0,0,0,1,0,73,-18758,-10805
1,73,27,1,35,27,63,3,1,1,3,11,149,13959,13803
0,84,20,1,26,28,48,1,1,0,0,6,135,-4926,-7531
0,58,21,1,17,36,15,1,0,0,0,2,113,-13624,-15638
0,69,26,0,13,38,27,1,0,0,5,2,120,-15298,-16222
0,68,21,1,21,31,34,1,1,0,2,2,97,-10686,-14988
1,61,23,1,35,33,53,2,1,1,3,6,119,10856,11326
0,56,16,0,18,35,30,0,0,0,6,3,69,-10546,-14722
0,57,21,0,26,52,37,0,1,0,0,4,92,-16459,-19862
0,94,23,0,41,34,70,3,1,2,6,8,185,2120,-2211
1,69,20,1,33,18,65,2,1,2,5,9,118,12483,12549
1,83,27,0,33,29,53,3,1,1,6,8,138,5604,8580
1,96,32,0,31,19,54,3,1,1,0,8,135,10780,13796
1,61,18,1,28,13,56,2,1,1,6,9,135,11778,10572
0,64,26,0,22,39,26,1,1,0,4,4,67,-15930,-19549
1,47,16,1,29,11,48,1,1,0,1,7,79,14468,7536
0,60,21,0,7,25,17,1,1,0,0,0,82,-15996,-15772
0,53,16,0,7,24,3,0,0,0,1,1,83,-9424,-4771
0,34,12,0,6,19,9,0,1,0,6,0,67,-7689,-4584
1,23,7,1,28,24,30,1,1,0,6,1,65,-1033,-1985
1,4,0,0,0,0,0,0,0,0,0,0,0,21,-54
0,87,25,1,42,43,60,3,0,1,3,5,153,-7695,-13740
0,57,14,1,18,25,23,1,0,0,3,2,86,-5800,-6715
1,64,25,1,27,17,34,1,1,1,0,5,113,8952,11069
0,81,19,0,31,34,52,3,1,0,4,3,109,-10616,-9363
1,1,1,0,0,0,0,0,0,0,0,0,12,255,762
0,58,22,1,19,44,21,1,0,0,1,2,99,-13866,-13641
0,65,22,1,36,34,70,2,0,2,3,3,124,-656,2809
0,80,16,0,39,46,57,0,1,0,6,6,155,-7782,-12590
1,58,19,1,44,30,68,0,1,1,3,7,115,8878,10270
0,25,8,1,10,28,13,0,0,0,3,0,65,-15654,-15016
0,71,35,0,22,40,33,1,1,0,6,3,110,-11614,-11368
